"jahr";"anlage";"ort";"bfsnr";"rubrik";"thema";"wert";"einheit";"betrieb"
"2023";"b0182";"Zürich";"261";"Oberflächengewässer";"Wärme";"18,500";"kW";"Ja"
"2023";"b0186";"Zürich";"261";"Oberflächengewässer";"Wärme";"123,000";"kW";"Ja"
"2023";"b0187";"Zürich";"261";"Oberflächengewässer";"Wärme";"204,000";"kW";"Ja"
"2023";"b0192";"Zürich";"261";"Oberflächengewässer";"Wärme";"3462,000";"kW";"Ja"
"2023";"b0193";"Zürich";"261";"Oberflächengewässer";"Wärme";"600,000";"kW";"Ja"
"2023";"b0194";"Zürich";"261";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"b0195";"Zürich";"261";"Oberflächengewässer";"Wärme";"355,000";"kW";"Ja"
"2023";"b0196";"Zürich";"261";"Oberflächengewässer";"Wärme";"70,000";"kW";"Ja"
"2023";"b0197";"Zürich";"261";"Oberflächengewässer";"Wärme";"41,000";"kW";"Ja"
"2023";"b0202";"Zürich";"261";"Oberflächengewässer";"Wärme";"1963,500";"kW";"Ja"
"2023";"b0207";"Zürich";"261";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"b0208";"Zürich";"261";"Oberflächengewässer";"Wärme";"1403,300";"kW";"Ja"
"2023";"b0209";"Zürich";"261";"Oberflächengewässer";"Wärme";"543,000";"kW";"Ja"
"2023";"b0210";"Zürich";"261";"Oberflächengewässer";"Wärme";"120,000";"kW";"Ja"
"2023";"b0214";"Zürich";"261";"Oberflächengewässer";"Wärme";"4230,000";"kW";"Nein"
"2023";"b0223";"Zürich";"261";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"b0729";"Zürich";"261";"Oberflächengewässer";"Wärme";"2381,000";"kW";"Ja"
"2023";"d0117";"Wädenswil";"293";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"d0130";"Horgen";"295";"Oberflächengewässer";"Wärme";"616,000";"kW";"Ja"
"2023";"d0140";"Wädenswil";"293";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"d0153";"Kilchberg (ZH)";"135";"Oberflächengewässer";"Wärme";"1000,000";"kW";"Ja"
"2023";"d0197";"Horgen";"295";"Oberflächengewässer";"Wärme";"48,000";"kW";"Ja"
"2023";"d0217";"Wädenswil";"293";"Oberflächengewässer";"Wärme";"10,500";"kW";"Ja"
"2023";"d0218";"Kilchberg (ZH)";"135";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"d0221";"Rüschlikon";"139";"Oberflächengewässer";"Wärme";"5,700";"kW";"Ja"
"2023";"d0225";"Wädenswil";"293";"Oberflächengewässer";"Wärme";"450,000";"kW";"Ja"
"2023";"d0226";"Kilchberg (ZH)";"135";"Oberflächengewässer";"Wärme";"331,000";"kW";"Ja"
"2023";"d0230";"Thalwil";"141";"Oberflächengewässer";"Wärme";"537,000";"kW";"Ja"
"2023";"d0234";"Wädenswil";"293";"Oberflächengewässer";"Wärme";"125,000";"kW";"Ja"
"2023";"d0236";"Horgen";"295";"Oberflächengewässer";"Wärme";"604,000";"kW";"Ja"
"2023";"d0239";"Horgen";"295";"Oberflächengewässer";"Wärme";"311,000";"kW";"Ja"
"2023";"d0242";"Thalwil";"141";"Oberflächengewässer";"Wärme";"110,000";"kW";"Ja"
"2023";"d0243";"Horgen";"295";"Oberflächengewässer";"Wärme";"50,000";"kW";"Ja"
"2023";"d0246";"Horgen";"295";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"d0250";"Thalwil";"141";"Oberflächengewässer";"Wärme";"1550,000";"kW";"Ja"
"2023";"d0287";"Wädenswil";"293";"Oberflächengewässer";"Wärme";"41,000";"kW";"Ja"
"2023";"e0100";"Küsnacht (ZH)";"154";"Oberflächengewässer";"Wärme";"522,000";"kW";"Ja"
"2023";"e0132";"Meilen";"156";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"e0141";"Stäfa";"158";"Oberflächengewässer";"Wärme";"23,000";"kW";"Ja"
"2023";"e0143";"Zollikon";"161";"Oberflächengewässer";"Wärme";"37,000";"kW";"Ja"
"2023";"e0163";"Männedorf";"155";"Oberflächengewässer";"Wärme";"26,000";"kW";"Ja"
"2023";"e0165";"Meilen";"156";"Oberflächengewässer";"Wärme";"130,000";"kW";"Ja"
"2023";"e0170";"Männedorf";"155";"Oberflächengewässer";"Wärme";"25,000";"kW";"Ja"
"2023";"e0172";"Stäfa";"158";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"e0174";"Meilen";"156";"Oberflächengewässer";"Wärme";"105,000";"kW";"Ja"
"2023";"e0187";"Küsnacht (ZH)";"154";"Oberflächengewässer";"Wärme";"136,000";"kW";"Ja"
"2023";"e0192";"Männedorf";"155";"Oberflächengewässer";"Wärme";"500,000";"kW";"Ja"
"2023";"e0193";"Männedorf";"155";"Oberflächengewässer";"Wärme";"208,000";"kW";"Ja"
"2023";"e0194";"Meilen";"156";"Oberflächengewässer";"Wärme";"67,000";"kW";"Ja"
"2023";"e0201";"Meilen";"156";"Oberflächengewässer";"Wärme";"227,000";"kW";"Ja"
"2023";"e0204";"Uetikon am See";"159";"Oberflächengewässer";"Wärme";"750,000";"kW";"Ja"
"2023";"e0206";"Hombrechtikon";"153";"Oberflächengewässer";"Wärme";"26,000";"kW";"Ja"
"2023";"e0211";"Meilen";"156";"Oberflächengewässer";"Wärme";"20,000";"kW";"Ja"
"2023";"e0212";"Meilen";"156";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"e0213";"Küsnacht (ZH)";"154";"Oberflächengewässer";"Wärme";"102,000";"kW";"Ja"
"2023";"e0220";"Zollikon";"161";"Oberflächengewässer";"Wärme";"13333,000";"kW";"Nein"
"2023";"g0096";"Dübendorf";"191";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"g0128";"Dübendorf";"191";"Oberflächengewässer";"Wärme";"250,000";"kW";"Ja"
"2023";"g0139";"Dübendorf";"191";"Oberflächengewässer";"Wärme";"573,000";"kW";"Ja"
"2023";"g0140";"Dübendorf";"191";"Oberflächengewässer";"Wärme";"602,000";"kW";"Ja"
"2023";"h0123";"Pfäffikon";"177";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"h0160";"Pfäffikon";"177";"Oberflächengewässer";"Wärme";"279,000";"kW";"Ja"
"2023";"h0165";"Pfäffikon";"177";"Oberflächengewässer";"Wärme";"230,000";"kW";"Ja"
"2023";"h0166";"Pfäffikon";"177";"Oberflächengewässer";"Wärme";"187,200";"kW";"Ja"
"2023";"h0167";"Pfäffikon";"177";"Oberflächengewässer";"Wärme";"680,000";"kW";"Ja"
"2023";"h0352";"Pfäffikon";"177";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"k0087";"Rheinau";"38";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"k0116";"Flurlingen";"29";"Oberflächengewässer";"Wärme";"11,802";"kW";"Ja"
"2023";"k0219";"Flaach";"28";"Oberflächengewässer";"Wärme";"54,000";"kW";"Ja"
"2023";"l0152";"Hochfelden";"59";"Oberflächengewässer";"Wärme";"0,000";"kW";"Ja"
"2023";"l0211";"Glattfelden";"58";"Oberflächengewässer";"Wärme";"490,000";"kW";"Ja"
"2023";"n0134";"Dietikon";"243";"Oberflächengewässer";"Wärme";"630,000";"kW";"Ja"
"2023";"n0135";"Dietikon";"243";"Oberflächengewässer";"Wärme";"360,000";"kW";"Ja"
"2004";"b0098";"Zürich";"261";"Oberflächengewässer";"Kälte";"1200,000";"kW";"Ja"
"2004";"b0102";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"b0116";"Zürich";"261";"Oberflächengewässer";"Kälte";"75,000";"kW";"Ja"
"2004";"b0118";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"b0119";"Zürich";"261";"Oberflächengewässer";"Kälte";"730,000";"kW";"Ja"
"2004";"b0131";"Zürich";"261";"Oberflächengewässer";"Kälte";"11,000";"kW";"Ja"
"2004";"b0138";"Zürich";"261";"Oberflächengewässer";"Kälte";"105,000";"kW";"Ja"
"2004";"b0143";"Zürich";"261";"Oberflächengewässer";"Kälte";"850,000";"kW";"Ja"
"2004";"b0150";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"b0152";"Zürich";"261";"Oberflächengewässer";"Kälte";"65,000";"kW";"Ja"
"2004";"b0157";"Zürich";"261";"Oberflächengewässer";"Kälte";"122,000";"kW";"Ja"
"2004";"b0158";"Zürich";"261";"Oberflächengewässer";"Kälte";"390,000";"kW";"Ja"
"2004";"b0163";"Zürich";"261";"Oberflächengewässer";"Kälte";"770,000";"kW";"Ja"
"2004";"b0174";"Zürich";"261";"Oberflächengewässer";"Kälte";NA;"kW";"Ja"
"2004";"b0182";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"b0185";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"b0186";"Zürich";"261";"Oberflächengewässer";"Kälte";"220,000";"kW";"Ja"
"2004";"b0187";"Zürich";"261";"Oberflächengewässer";"Kälte";"350,000";"kW";"Ja"
"2004";"b0188";"Zürich";"261";"Oberflächengewässer";"Kälte";NA;"kW";"Ja"
"2004";"b0192";"Zürich";"261";"Oberflächengewässer";"Kälte";"10000,000";"kW";"Ja"
"2004";"b0193";"Zürich";"261";"Oberflächengewässer";"Kälte";"1164,000";"kW";"Ja"
"2004";"b0194";"Zürich";"261";"Oberflächengewässer";"Kälte";"4200,000";"kW";"Ja"
"2004";"b0195";"Zürich";"261";"Oberflächengewässer";"Kälte";"708,000";"kW";"Ja"
"2004";"b0196";"Zürich";"261";"Oberflächengewässer";"Kälte";"100,000";"kW";"Ja"
"2004";"b0197";"Zürich";"261";"Oberflächengewässer";"Kälte";"85,000";"kW";"Ja"
"2004";"b0729";"Zürich";"261";"Oberflächengewässer";"Kälte";"6322,000";"kW";"Ja"
"2004";"b0735";"Zürich";"261";"Oberflächengewässer";"Kälte";"35,000";"kW";"Ja"
"2004";"b0741";"Zürich";"261";"Oberflächengewässer";"Kälte";"900,000";"kW";"Ja"
"2004";"b0742";"Zürich";"261";"Oberflächengewässer";"Kälte";"8,800";"kW";"Ja"
"2004";"d0117";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"2785,000";"kW";"Ja"
"2004";"d0128";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"462,000";"kW";"Ja"
"2004";"d0130";"Horgen";"295";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"d0140";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"80,000";"kW";"Ja"
"2004";"d0146";"Horgen";"295";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"d0153";"Kilchberg (ZH)";"135";"Oberflächengewässer";"Kälte";"7300,000";"kW";"Ja"
"2004";"d0167";"Thalwil";"141";"Oberflächengewässer";"Kälte";"334,000";"kW";"Ja"
"2004";"d0217";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"d0221";"Rüschlikon";"139";"Oberflächengewässer";"Kälte";NA;"kW";"Ja"
"2004";"d0287";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"d0288";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"e0100";"Küsnacht (ZH)";"154";"Oberflächengewässer";"Kälte";"705,000";"kW";"Ja"
"2004";"e0123";"Uetikon am See";"159";"Oberflächengewässer";"Kälte";"5400,000";"kW";"Ja"
"2004";"e0129";"Meilen";"156";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"e0132";"Meilen";"156";"Oberflächengewässer";"Kälte";"500,000";"kW";"Ja"
"2004";"e0141";"Stäfa";"158";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"e0143";"Zollikon";"161";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"e0163";"Männedorf";"155";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"e0165";"Meilen";"156";"Oberflächengewässer";"Kälte";"130,000";"kW";"Ja"
"2004";"e0170";"Männedorf";"155";"Oberflächengewässer";"Kälte";"25,000";"kW";"Ja"
"2004";"g0096";"Dübendorf";"191";"Oberflächengewässer";"Kälte";"1278,000";"kW";"Ja"
"2004";"g0128";"Dübendorf";"191";"Oberflächengewässer";"Kälte";"250,000";"kW";"Ja"
"2004";"g0371";"Uster";"198";"Oberflächengewässer";"Kälte";"342,000";"kW";"Ja"
"2004";"h0160";"Pfäffikon";"177";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"h0352";"Pfäffikon";"177";"Oberflächengewässer";"Kälte";"1506,000";"kW";"Ja"
"2004";"i0257";"Winterthur";"230";"Oberflächengewässer";"Kälte";"3,000";"kW";"Ja"
"2004";"k0087";"Rheinau";"38";"Oberflächengewässer";"Kälte";"1500,000";"kW";"Ja"
"2004";"k0116";"Flurlingen";"29";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"k0127";"Andelfingen";"291";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"l0152";"Hochfelden";"59";"Oberflächengewässer";"Kälte";"870,000";"kW";"Ja"
"2004";"l0184";"Eglisau";"55";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"l0204";"Opfikon";"66";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"m0152";"Bachs";"81";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"m0153";"Bachs";"81";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"m0157";"Bachs";"81";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2004";"n0086";"Birmensdorf (ZH)";"242";"Oberflächengewässer";"Kälte";"50,000";"kW";"Ja"
"2005";"b0098";"Zürich";"261";"Oberflächengewässer";"Kälte";"1200,000";"kW";"Ja"
"2005";"b0102";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"b0116";"Zürich";"261";"Oberflächengewässer";"Kälte";"75,000";"kW";"Ja"
"2005";"b0118";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"b0119";"Zürich";"261";"Oberflächengewässer";"Kälte";"730,000";"kW";"Ja"
"2005";"b0131";"Zürich";"261";"Oberflächengewässer";"Kälte";"11,000";"kW";"Ja"
"2005";"b0138";"Zürich";"261";"Oberflächengewässer";"Kälte";"105,000";"kW";"Ja"
"2005";"b0143";"Zürich";"261";"Oberflächengewässer";"Kälte";"850,000";"kW";"Ja"
"2005";"b0150";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"b0152";"Zürich";"261";"Oberflächengewässer";"Kälte";"65,000";"kW";"Ja"
"2005";"b0157";"Zürich";"261";"Oberflächengewässer";"Kälte";"122,000";"kW";"Ja"
"2005";"b0158";"Zürich";"261";"Oberflächengewässer";"Kälte";"390,000";"kW";"Ja"
"2005";"b0163";"Zürich";"261";"Oberflächengewässer";"Kälte";"770,000";"kW";"Ja"
"2005";"b0174";"Zürich";"261";"Oberflächengewässer";"Kälte";NA;"kW";"Ja"
"2005";"b0182";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"b0185";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"b0186";"Zürich";"261";"Oberflächengewässer";"Kälte";"220,000";"kW";"Ja"
"2005";"b0187";"Zürich";"261";"Oberflächengewässer";"Kälte";"350,000";"kW";"Ja"
"2005";"b0188";"Zürich";"261";"Oberflächengewässer";"Kälte";NA;"kW";"Ja"
"2005";"b0192";"Zürich";"261";"Oberflächengewässer";"Kälte";"10000,000";"kW";"Ja"
"2005";"b0193";"Zürich";"261";"Oberflächengewässer";"Kälte";"1164,000";"kW";"Ja"
"2005";"b0194";"Zürich";"261";"Oberflächengewässer";"Kälte";"4200,000";"kW";"Ja"
"2005";"b0195";"Zürich";"261";"Oberflächengewässer";"Kälte";"708,000";"kW";"Ja"
"2005";"b0196";"Zürich";"261";"Oberflächengewässer";"Kälte";"100,000";"kW";"Ja"
"2005";"b0197";"Zürich";"261";"Oberflächengewässer";"Kälte";"85,000";"kW";"Ja"
"2005";"b0729";"Zürich";"261";"Oberflächengewässer";"Kälte";"4270,000";"kW";"Ja"
"2005";"b0741";"Zürich";"261";"Oberflächengewässer";"Kälte";"900,000";"kW";"Ja"
"2005";"b0742";"Zürich";"261";"Oberflächengewässer";"Kälte";"8,800";"kW";"Ja"
"2005";"d0117";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"2785,000";"kW";"Ja"
"2005";"d0128";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"462,000";"kW";"Ja"
"2005";"d0130";"Horgen";"295";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"d0140";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"80,000";"kW";"Ja"
"2005";"d0153";"Kilchberg (ZH)";"135";"Oberflächengewässer";"Kälte";"7300,000";"kW";"Ja"
"2005";"d0167";"Thalwil";"141";"Oberflächengewässer";"Kälte";"334,000";"kW";"Ja"
"2005";"d0217";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"d0221";"Rüschlikon";"139";"Oberflächengewässer";"Kälte";NA;"kW";"Ja"
"2005";"d0225";"Wädenswil";"293";"Oberflächengewässer";"Kälte";NA;"kW";"Ja"
"2005";"d0226";"Kilchberg (ZH)";"135";"Oberflächengewässer";"Kälte";"280,000";"kW";"Ja"
"2005";"d0287";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"d0288";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"e0100";"Küsnacht (ZH)";"154";"Oberflächengewässer";"Kälte";"705,000";"kW";"Ja"
"2005";"e0123";"Uetikon am See";"159";"Oberflächengewässer";"Kälte";"5400,000";"kW";"Ja"
"2005";"e0129";"Meilen";"156";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"e0132";"Meilen";"156";"Oberflächengewässer";"Kälte";"500,000";"kW";"Ja"
"2005";"e0141";"Stäfa";"158";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"e0143";"Zollikon";"161";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"e0163";"Männedorf";"155";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"e0165";"Meilen";"156";"Oberflächengewässer";"Kälte";"130,000";"kW";"Ja"
"2005";"e0170";"Männedorf";"155";"Oberflächengewässer";"Kälte";"25,000";"kW";"Ja"
"2005";"g0096";"Dübendorf";"191";"Oberflächengewässer";"Kälte";"1278,000";"kW";"Ja"
"2005";"g0128";"Dübendorf";"191";"Oberflächengewässer";"Kälte";"250,000";"kW";"Ja"
"2005";"h0160";"Pfäffikon";"177";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"h0352";"Pfäffikon";"177";"Oberflächengewässer";"Kälte";"1570,000";"kW";"Ja"
"2005";"i0257";"Winterthur";"230";"Oberflächengewässer";"Kälte";"3,000";"kW";"Ja"
"2005";"k0087";"Rheinau";"38";"Oberflächengewässer";"Kälte";"1500,000";"kW";"Ja"
"2005";"k0116";"Flurlingen";"29";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"k0127";"Andelfingen";"291";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"l0152";"Hochfelden";"59";"Oberflächengewässer";"Kälte";"870,000";"kW";"Ja"
"2005";"l0184";"Eglisau";"55";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"l0204";"Opfikon";"66";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"m0152";"Bachs";"81";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"m0153";"Bachs";"81";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"m0157";"Bachs";"81";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2005";"n0086";"Birmensdorf (ZH)";"242";"Oberflächengewässer";"Kälte";"50,000";"kW";"Ja"
"2006";"b0098";"Zürich";"261";"Oberflächengewässer";"Kälte";"1200,000";"kW";"Ja"
"2006";"b0102";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"b0116";"Zürich";"261";"Oberflächengewässer";"Kälte";"75,000";"kW";"Ja"
"2006";"b0118";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"b0119";"Zürich";"261";"Oberflächengewässer";"Kälte";"730,000";"kW";"Ja"
"2006";"b0131";"Zürich";"261";"Oberflächengewässer";"Kälte";"11,000";"kW";"Ja"
"2006";"b0138";"Zürich";"261";"Oberflächengewässer";"Kälte";"105,000";"kW";"Ja"
"2006";"b0143";"Zürich";"261";"Oberflächengewässer";"Kälte";"850,000";"kW";"Ja"
"2006";"b0150";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"b0152";"Zürich";"261";"Oberflächengewässer";"Kälte";"65,000";"kW";"Ja"
"2006";"b0157";"Zürich";"261";"Oberflächengewässer";"Kälte";"122,000";"kW";"Ja"
"2006";"b0158";"Zürich";"261";"Oberflächengewässer";"Kälte";"390,000";"kW";"Ja"
"2006";"b0163";"Zürich";"261";"Oberflächengewässer";"Kälte";"770,000";"kW";"Ja"
"2006";"b0174";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"b0182";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"b0186";"Zürich";"261";"Oberflächengewässer";"Kälte";"220,000";"kW";"Ja"
"2006";"b0187";"Zürich";"261";"Oberflächengewässer";"Kälte";"350,000";"kW";"Ja"
"2006";"b0188";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"b0192";"Zürich";"261";"Oberflächengewässer";"Kälte";"10000,000";"kW";"Ja"
"2006";"b0193";"Zürich";"261";"Oberflächengewässer";"Kälte";"1090,000";"kW";"Ja"
"2006";"b0194";"Zürich";"261";"Oberflächengewässer";"Kälte";"4200,000";"kW";"Ja"
"2006";"b0195";"Zürich";"261";"Oberflächengewässer";"Kälte";"708,000";"kW";"Ja"
"2006";"b0196";"Zürich";"261";"Oberflächengewässer";"Kälte";"100,000";"kW";"Ja"
"2006";"b0197";"Zürich";"261";"Oberflächengewässer";"Kälte";"85,000";"kW";"Ja"
"2006";"b0202";"Zürich";"261";"Oberflächengewässer";"Kälte";"680,000";"kW";"Ja"
"2006";"b0729";"Zürich";"261";"Oberflächengewässer";"Kälte";"4270,000";"kW";"Ja"
"2006";"b0741";"Zürich";"261";"Oberflächengewässer";"Kälte";"900,000";"kW";"Ja"
"2006";"b0742";"Zürich";"261";"Oberflächengewässer";"Kälte";"8,800";"kW";"Ja"
"2006";"d0117";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"2785,000";"kW";"Ja"
"2006";"d0128";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"462,000";"kW";"Ja"
"2006";"d0130";"Horgen";"295";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"d0140";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"80,000";"kW";"Ja"
"2006";"d0153";"Kilchberg (ZH)";"135";"Oberflächengewässer";"Kälte";"7300,000";"kW";"Ja"
"2006";"d0217";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"d0221";"Rüschlikon";"139";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"d0225";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"d0226";"Kilchberg (ZH)";"135";"Oberflächengewässer";"Kälte";"280,000";"kW";"Ja"
"2006";"d0230";"Thalwil";"141";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"d0287";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"d0288";"Wädenswil";"293";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"e0100";"Küsnacht (ZH)";"154";"Oberflächengewässer";"Kälte";"705,000";"kW";"Ja"
"2006";"e0123";"Uetikon am See";"159";"Oberflächengewässer";"Kälte";"5400,000";"kW";"Ja"
"2006";"e0132";"Meilen";"156";"Oberflächengewässer";"Kälte";"500,000";"kW";"Ja"
"2006";"e0141";"Stäfa";"158";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"e0143";"Zollikon";"161";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"e0163";"Männedorf";"155";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"e0165";"Meilen";"156";"Oberflächengewässer";"Kälte";"130,000";"kW";"Ja"
"2006";"e0170";"Männedorf";"155";"Oberflächengewässer";"Kälte";"25,000";"kW";"Ja"
"2006";"g0096";"Dübendorf";"191";"Oberflächengewässer";"Kälte";"1278,000";"kW";"Ja"
"2006";"g0128";"Dübendorf";"191";"Oberflächengewässer";"Kälte";"250,000";"kW";"Ja"
"2006";"h0160";"Pfäffikon";"177";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"h0352";"Pfäffikon";"177";"Oberflächengewässer";"Kälte";"1570,000";"kW";"Ja"
"2006";"i0257";"Winterthur";"230";"Oberflächengewässer";"Kälte";"3,000";"kW";"Ja"
"2006";"k0087";"Rheinau";"38";"Oberflächengewässer";"Kälte";"1500,000";"kW";"Ja"
"2006";"k0116";"Flurlingen";"29";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"k0127";"Andelfingen";"291";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"l0152";"Hochfelden";"59";"Oberflächengewässer";"Kälte";"870,000";"kW";"Ja"
"2006";"l0184";"Eglisau";"55";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"l0204";"Opfikon";"66";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"m0152";"Bachs";"81";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"m0153";"Bachs";"81";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"m0157";"Bachs";"81";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2006";"n0086";"Birmensdorf (ZH)";"242";"Oberflächengewässer";"Kälte";"50,000";"kW";"Ja"
"2007";"b0098";"Zürich";"261";"Oberflächengewässer";"Kälte";"1200,000";"kW";"Ja"
"2007";"b0102";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2007";"b0116";"Zürich";"261";"Oberflächengewässer";"Kälte";"75,000";"kW";"Ja"
"2007";"b0118";"Zürich";"261";"Oberflächengewässer";"Kälte";"0,000";"kW";"Ja"
"2007";"b0119";"Zürich";"261";"Oberflächengewässer";"Kälte";"730,000";"kW";"Ja"
"2007";"b0131";"Zürich";"261";"Oberflächengewässer";"Kälte";"11,000";"kW";"Ja"
"2007";"b0138";"Zürich";"261";"Oberflächengewässer";"Kälte";"105,000";"kW";"Ja"
